Original_File,New_File,Publisher,Title,Issue_Number,Publish_Year,Is_Key,Key_Details
IMG_3273.JPG,Dell - Walt Disney's Comics and Stories - 244 - 1960.JPG,Dell,Walt Disney's Comics and Stories,244,1960,False,None
IMG_3274.JPG,Dell - Walt Disney's Uncle Scrooge - 11 - 1955.JPG,Dell,Walt Disney's Uncle Scrooge,11,1955,False,None
IMG_3275.JPG,Dell - Walt Disney's Donald Duck - 44 - 1956.JPG,Dell,Walt Disney's Donald Duck,44,1956,False,None
IMG_3276.JPG,Dell - Jimmy Hatlo's Little Iodine - One-Shot - 1955.JPG,Dell,Jimmy Hatlo's Little Iodine,One-Shot,1955,False,None
IMG_3278.JPG,Dell - Chilly Willy - 740 - 1956.JPG,Dell,Chilly Willy,740,1956,False,None
IMG_3282.JPG,Dell - Jungle War Stories - 1 - 1965.JPG,Dell,Jungle War Stories,1,1965,False,None
IMG_3284.JPG,Dell - Ghost Stories - 6 - 1965.JPG,Dell,Ghost Stories,6,1965,False,None
IMG_3285.JPG,Dell - Ghost Stories - 12-295-312 - 1963.JPG,Dell,Ghost Stories,12-295-312,1963,False,None
IMG_3288.JPG,Dell - The Wizard of Oz - 5 - 1957.JPG,Dell,The Wizard of Oz,5,1957,True,Early comic adaptation of The Wizard of Oz.
IMG_3291.JPG,Charlton Comics - Gorgo - 9 - 1962.JPG,Charlton Comics,Gorgo,9,1962,False,None
IMG_3292.JPG,Charlton - Gorgo - 1 - 1961.JPG,Charlton,Gorgo,1,1961,True,First issue of the series.
IMG_3294.JPG,Charlton Comics - Mysteries of Unexplored Worlds - 38 - 1964.JPG,Charlton Comics,Mysteries of Unexplored Worlds,38,1964,False,None
IMG_3296.JPG,Charlton - Strange Suspense Stories - Unknown - 1965.JPG,Charlton,Strange Suspense Stories,Unknown,1965,False,None
IMG_3297.JPG,Charlton - Unusual Tales - Unknown - 1965.JPG,Charlton,Unusual Tales,Unknown,1965,False,None
IMG_3298.JPG,Charlton - Konga - None - 1962.JPG,Charlton,Konga,None,1962,False,None
IMG_3299.JPG,Charlton - Konga - 1 - 1962.JPG,Charlton,Konga,1,1962,True,First issue of the series; first comic book appearance of Konga.
IMG_3300.JPG,Charlton - Konga's Revenge - One-Shot - 1963.JPG,Charlton,Konga's Revenge,One-Shot,1963,False,None
IMG_3301.JPG,Charlton Comics - REPTISAURUS the terrible - 1 - 1961.JPG,Charlton Comics,REPTISAURUS the terrible,1,1961,True,First issue of the series.
IMG_3302.JPG,American Comics Group - Adventures Into The Unknown - 141 - 1964.JPG,American Comics Group,Adventures Into The Unknown,141,1964,False,None
IMG_3303.JPG,Ace - Forbidden Worlds - 106 - 1962.JPG,Ace,Forbidden Worlds,106,1962,False,None
IMG_3304.JPG,American Comics Group - Forbidden Worlds - 120 - 1964.JPG,American Comics Group,Forbidden Worlds,120,1964,False,None
IMG_3305.JPG,Ace Comics - Forbidden Worlds - 109 - 1963.JPG,Ace Comics,Forbidden Worlds,109,1963,False,None
IMG_3306.JPG,American Comics Group - Unknown Worlds of Mystery - 24 - 1964.JPG,American Comics Group,Unknown Worlds of Mystery,24,1964,False,None
IMG_3307.JPG,ACG - Unknown Worlds - 25 - 1962.JPG,ACG,Unknown Worlds,25,1962,False,None
IMG_3308.JPG,American Comics Group - Thrills of Mystery Unknown Worlds - 33 - 1963.JPG,American Comics Group,Thrills of Mystery Unknown Worlds,33,1963,False,None
IMG_3309.JPG,American Comics Group - Unknown Worlds - 36 - 1964.JPG,American Comics Group,Unknown Worlds,36,1964,False,None
IMG_3310.JPG,American Comics Group (ACG) - Unknown Worlds of Mystery - 46 - 1961.JPG,American Comics Group (ACG),Unknown Worlds of Mystery,46,1961,False,None
IMG_3311.JPG,American Comics Group - Herbie - 3 - 1964.JPG,American Comics Group,Herbie,3,1964,False,None
IMG_3313.JPG,American Comics Group - Herbie - 4 - 1964.JPG,American Comics Group,Herbie,4,1964,False,None
IMG_3270.JPG,Dell - EDGAR ALLAN POE'S THE RAVEN - One-Shot - 1963.JPG,Dell,EDGAR ALLAN POE'S THE RAVEN,One-Shot,1963,False,None
IMG_3271.JPG,Dell - Nancy - One-Shot - 1959.JPG,Dell,Nancy,One-Shot,1959,False,None
IMG_3272.JPG,Dell - Walt Disney's Mickey Mouse - Not visible on cover - 1960.JPG,Dell,Walt Disney's Mickey Mouse,Not visible on cover,1960,False,None
IMG_3279.JPG,Dell - Restless Gun - 934 - 1958.JPG,Dell,Restless Gun,934,1958,False,None
IMG_3281.JPG,Dell - The Great Race - One-Shot - 1965.JPG,Dell,The Great Race,One-Shot,1965,False,None
IMG_3283.JPG,Dell - Kona - 3 - 1963.JPG,Dell,Kona,3,1963,False,None
IMG_3286.JPG,Dell - Ghost Stories - 12 - 1965.JPG,Dell,Ghost Stories,12,1965,False,None
IMG_3287.JPG,Dell - Nazza Stone Age Warrior - 401 - 1963.JPG,Dell,Nazza Stone Age Warrior,401,1963,False,None
IMG_3289.JPG,Charlton - Gorgo - 9 - 1963.JPG,Charlton,Gorgo,9,1963,False,None
IMG_3290.JPG,Gold Key - Gorgo - 1 - 1961.JPG,Gold Key,Gorgo,1,1961,True,First issue of the series; movie adaptation of the 1961 film.
IMG_3295.JPG,Charlton - Fightin' Marines - Unknown - 1965.JPG,Charlton,Fightin' Marines,Unknown,1965,False,None
IMG_3277.JPG,Dell - Daffy - 1 - 1953.JPG,Dell,Daffy,1,1953,True,First issue of the series.
IMG_3280.JPG,Dell - The Outer Limits - 503 - 1964.JPG,Dell,The Outer Limits,503,1964,True,First issue of the series based on the popular TV show.
IMG_3319.JPG,Gold Key - POPEYE THE SAILOR - 305 - 1963.JPG,Gold Key,POPEYE THE SAILOR,305,1963,False,None
IMG_3320.JPG,Gold Key - Porky Pig - 508 - 1965.JPG,Gold Key,Porky Pig,508,1965,False,None
IMG_3321.JPG,Gold Key - Daffy Duck - 103 - 1970.JPG,Gold Key,Daffy Duck,103,1970,False,None
IMG_3323.JPG,Gold Key - DAFFY DUCK - 9 - 1964.JPG,Gold Key,DAFFY DUCK,9,1964,False,None
IMG_3324.JPG,Gold Key - DAFFY DUCK - 506 - 1965.JPG,Gold Key,DAFFY DUCK,506,1965,False,None
IMG_3326.JPG,Gold Key - Bugs Bunny - 312 - 1967.JPG,Gold Key,Bugs Bunny,312,1967,False,None
IMG_3327.JPG,Gold Key - Bugs Bunny - 411 - 1966.JPG,Gold Key,Bugs Bunny,411,1966,False,None
IMG_3328.JPG,Gold Key - TWEETY and SYLVESTER - 311 - 1963.JPG,Gold Key,TWEETY and SYLVESTER,311,1963,False,None
IMG_3329.JPG,Gold Key - Walt Disney's Comics and Stories - 306 - 1963.JPG,Gold Key,Walt Disney's Comics and Stories,306,1963,False,None
IMG_3330.JPG,Gold Key - Walt Disney's Uncle Scrooge - 58 - 1965.JPG,Gold Key,Walt Disney's Uncle Scrooge,58,1965,False,None
IMG_3331.JPG,Gold Key - Walt Disney's Comics and Stories - 25th Anniversary Issue - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,25th Anniversary Issue,1965,True,"25th Anniversary Issue, celebrating 1940-1965"
IMG_3332.JPG,Gold Key - Walt Disney's Mickey Mouse - None - 1964.JPG,Gold Key,Walt Disney's Mickey Mouse,None,1964,False,None
IMG_3333.JPG,Gold Key - Walt Disney's The Best of Donald Duck and Uncle Scrooge - One-Shot - 1964.JPG,Gold Key,Walt Disney's The Best of Donald Duck and Uncle Scrooge,One-Shot,1964,False,None
IMG_3334.JPG,Gold Key - Walt Disney Uncle Scrooge - 102 - 1973.JPG,Gold Key,Walt Disney Uncle Scrooge,102,1973,False,None
IMG_3335.JPG,Gold Key - Walt Disney's Comics and Stories - 507 - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,507,1965,False,None
IMG_3336.JPG,Gold Key - Walt Disney's Comics and Stories - 412 - 1974.JPG,Gold Key,Walt Disney's Comics and Stories,412,1974,False,None
IMG_3337.JPG,Gold Key - Walt Disney's Comics and Stories - 265 - 1962.JPG,Gold Key,Walt Disney's Comics and Stories,265,1962,False,None
IMG_3338.JPG,Gold Key - Walt Disney's The Best of Donald Duck - One-Shot - 1966.JPG,Gold Key,Walt Disney's The Best of Donald Duck,One-Shot,1966,False,None
IMG_3339.JPG,Gold Key - Walt Disney's Comics and Stories - 502 - 1964.JPG,Gold Key,Walt Disney's Comics and Stories,502,1964,False,None
IMG_3340.JPG,Gold Key - Walt Disney's Comics and Stories - 404 - 1964.JPG,Gold Key,Walt Disney's Comics and Stories,404,1964,False,None
IMG_3341.JPG,Gold Key - Walt Disney's Comics and Stories - 300 - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,300,1965,False,None
IMG_3342.JPG,Gold Key - Walt Disney's Comics and Stories - 411 - 1964.JPG,Gold Key,Walt Disney's Comics and Stories,411,1964,False,None
IMG_3343.JPG,Gold Key - Walt Disney's Donald Duck - 411 - 1964.JPG,Gold Key,Walt Disney's Donald Duck,411,1964,False,None
IMG_3344.JPG,Gold Key - Walt Disney's UNCLE SCROOGE - 47 - 1964.JPG,Gold Key,Walt Disney's UNCLE SCROOGE,47,1964,True,"Second appearance of Magica De Spell, prominently featured on cover."
IMG_3345.JPG,Gold Key - Walt Disney The Phantom Blot - One-Shot - 1966.JPG,Gold Key,Walt Disney The Phantom Blot,One-Shot,1966,True,First issue of The Phantom Blot's own comic series.
IMG_3346.JPG,Gold Key - Walt Disney's Donald Duck - 403 - 1964.JPG,Gold Key,Walt Disney's Donald Duck,403,1964,False,None
IMG_3347.JPG,Gold Key - Walt Disney's Uncle Scrooge - 53 - 1964.JPG,Gold Key,Walt Disney's Uncle Scrooge,53,1964,False,None
IMG_3348.JPG,Gold Key - The Best of Walt Disney Uncle Scrooge and Donald Duck - One-Shot - 1966.JPG,Gold Key,The Best of Walt Disney Uncle Scrooge and Donald Duck,One-Shot,1966,False,None
IMG_3350.JPG,Gold Key - Walt Disney's Donald Duck Comic Album - One-Shot - 1964.JPG,Gold Key,Walt Disney's Donald Duck Comic Album,One-Shot,1964,False,None
IMG_3355.JPG,Gold Key - Walt Disney's Comics and Stories - 607 - 1966.JPG,Gold Key,Walt Disney's Comics and Stories,607,1966,False,None
IMG_3357.JPG,Gold Key - Walt Disney's Donald Duck - 405 - 1964.JPG,Gold Key,Walt Disney's Donald Duck,405,1964,False,None
IMG_3358.JPG,Gold Key - Walt Disney's DONALD DUCK - 509 - 1965.JPG,Gold Key,Walt Disney's DONALD DUCK,509,1965,False,None
IMG_3361.JPG,Gold Key - Walt Disney's Comics and Stories - 510 - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,510,1965,False,None
IMG_3362.JPG,Gold Key - Walt Disney's UNCLE SCROOGE - 409 - 1964.JPG,Gold Key,Walt Disney's UNCLE SCROOGE,409,1964,False,None
IMG_3365.JPG,Gold Key - Bugs Bunny - Unnumbered on cover - 1966.JPG,Gold Key,Bugs Bunny,Unnumbered on cover,1966,False,None
IMG_3367.JPG,Gold Key - Bugs Bunny - 107 - 1966.JPG,Gold Key,Bugs Bunny,107,1966,False,None
IMG_3368.JPG,Gold Key - Bugs Bunny - 1 - 1965.JPG,Gold Key,Bugs Bunny,1,1965,False,None
IMG_3369.JPG,Gold Key - Daffy Duck - 306 - 1965.JPG,Gold Key,Daffy Duck,306,1965,False,None
IMG_3370.JPG,Gold Key - Daffy Duck - 412 - 1964.JPG,Gold Key,Daffy Duck,412,1964,False,None
IMG_3371.JPG,Gold Key - Daffy Duck - 709 - 1970.JPG,Gold Key,Daffy Duck,709,1970,False,None
IMG_3372.JPG,Gold Key - Heckle and Jeckle - 305 - 1963.JPG,Gold Key,Heckle and Jeckle,305,1963,False,None
IMG_3373.JPG,Gold Key - Walt Disney's Comics and Stories - 409 - 1964.JPG,Gold Key,Walt Disney's Comics and Stories,409,1964,False,None
IMG_3374.JPG,Gold Key - Walt Disney's Super Goof - 1 - 1966.JPG,Gold Key,Walt Disney's Super Goof,1,1966,True,First issue of the series.
IMG_3376.JPG,Gold Key - Walt Disney's Comics and Stories - 601 - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,601,1965,False,None
IMG_3377.JPG,Gold Key - Walt Disney's Comics and Stories - 307 - 1966.JPG,Gold Key,Walt Disney's Comics and Stories,307,1966,False,None
IMG_3378.JPG,Gold Key - Walt Disney's Mickey Mouse - 506 - 1965.JPG,Gold Key,Walt Disney's Mickey Mouse,506,1965,False,None
IMG_3383.JPG,Gold Key - Walt Disney's Comics and Stories - 408 - 1964.JPG,Gold Key,Walt Disney's Comics and Stories,408,1964,False,None
IMG_3385.JPG,Gold Key - Walt Disney's Donald Duck - 212 - 1962.JPG,Gold Key,Walt Disney's Donald Duck,212,1962,False,None
IMG_3387.JPG,Gold Key - Walt Disney's The Phantom Blot Meets Super Goof - One-Shot - 1965.JPG,Gold Key,Walt Disney's The Phantom Blot Meets Super Goof,One-Shot,1965,False,None
IMG_3388.JPG,Gold Key - Walt Disney's Uncle Scrooge - 5 - 1963.JPG,Gold Key,Walt Disney's Uncle Scrooge,5,1963,False,None
IMG_3389.JPG,Gold Key - Walt Disney's Comics and Stories - 505 - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,505,1965,False,None
IMG_3390.JPG,Gold Key - Walt Disney's Comics and Stories - 405 - 1964.JPG,Gold Key,Walt Disney's Comics and Stories,405,1964,False,None
IMG_3392.JPG,Gold Key - Walt Disney's Christmas Parade - One-Shot - 1964.JPG,Gold Key,Walt Disney's Christmas Parade,One-Shot,1964,False,None
IMG_3393.JPG,Gold Key - Walt Disney's Donald Duck - 605 - 1966.JPG,Gold Key,Walt Disney's Donald Duck,605,1966,False,None
IMG_3394.JPG,Gold Key - Walt Disney's The Phantom Blot - One-Shot - 1965.JPG,Gold Key,Walt Disney's The Phantom Blot,One-Shot,1965,False,None
IMG_3397.JPG,Gold Key - Walt Disney's Donald Duck Globe Trotter - One-Shot - 1963.JPG,Gold Key,Walt Disney's Donald Duck Globe Trotter,One-Shot,1963,False,None
IMG_3398.JPG,Gold Key - Walt Disney's Uncle Scrooge - 62 - 1965.JPG,Gold Key,Walt Disney's Uncle Scrooge,62,1965,False,None
IMG_3399.JPG,Gold Key - Walt Disney's Donald Duck - 505 - 1965.JPG,Gold Key,Walt Disney's Donald Duck,505,1965,False,None
IMG_3401.JPG,Gold Key - Walt Disney's Comics and Stories - 305 - 1963.JPG,Gold Key,Walt Disney's Comics and Stories,305,1963,False,None
IMG_3402.JPG,Gold Key - Walt Disney's Comics and Stories - 266 - 1962.JPG,Gold Key,Walt Disney's Comics and Stories,266,1962,False,None
IMG_3403.JPG,Gold Key - Walt Disney's Summer Magic - One-Shot - 1963.JPG,Gold Key,Walt Disney's Summer Magic,One-Shot,1963,False,None
IMG_3404.JPG,Gold Key - Walt Disney's World of Adventure - One-Shot - 1963.JPG,Gold Key,Walt Disney's World of Adventure,One-Shot,1963,False,None
IMG_3405.JPG,Gold Key - Walt Disney's Kidnapped - 306 - 1960.JPG,Gold Key,Walt Disney's Kidnapped,306,1960,False,None
IMG_3406.JPG,Gold Key - Walt Disney's Uncle Scrooge - 605 - 1966.JPG,Gold Key,Walt Disney's Uncle Scrooge,605,1966,False,None
IMG_3407.JPG,Gold Key - Walt Disney's Mickey Mouse - 412 - 1964.JPG,Gold Key,Walt Disney's Mickey Mouse,412,1964,False,None
IMG_3317.JPG,Gold Key - POPEYE THE SAILOR sea stories - One-Shot - 1968.JPG,Gold Key,POPEYE THE SAILOR sea stories,One-Shot,1968,False,None
IMG_3318.JPG,Gold Key - BEETLE BAILEY - None - 1964.JPG,Gold Key,BEETLE BAILEY,None,1964,False,None
IMG_3322.JPG,Gold Key - Beep Beep The Road Runner - 1 - 1966.JPG,Gold Key,Beep Beep The Road Runner,1,1966,True,First issue of the series.
IMG_3325.JPG,Gold Key - Bugs Bunny - 409 - 1966.JPG,Gold Key,Bugs Bunny,409,1966,False,None
IMG_3349.JPG,Gold Key - Walt Disney's Uncle Scrooge - 7 - 1965.JPG,Gold Key,Walt Disney's Uncle Scrooge,7,1965,False,None
IMG_3351.JPG,Gold Key - Walt Disney's Comics and Stories - 307 - 1963.JPG,Gold Key,Walt Disney's Comics and Stories,307,1963,False,None
IMG_3352.JPG,Gold Key - Walt Disney's UNCLE SCROOGE - Not visible on cover - 1964.JPG,Gold Key,Walt Disney's UNCLE SCROOGE,Not visible on cover,1964,False,None
IMG_3353.JPG,Gold Key - Walt Disney's Uncle Scrooge - 707 - 1966.JPG,Gold Key,Walt Disney's Uncle Scrooge,707,1966,False,None
IMG_3354.JPG,Gold Key - Walt Disney's The Beagle Boys - 1 - 1965.JPG,Gold Key,Walt Disney's The Beagle Boys,1,1965,True,First issue of the series.
IMG_3356.JPG,Gold Key - Walt Disney's Donald Duck - 407 - 1964.JPG,Gold Key,Walt Disney's Donald Duck,407,1964,False,None
IMG_3359.JPG,Gold Key - Walt Disney's Comics and Stories - 511 - 1965.JPG,Gold Key,Walt Disney's Comics and Stories,511,1965,False,None
IMG_3360.JPG,Gold Key - Walt Disney's The Phantom Blot - 1 - 1964.JPG,Gold Key,Walt Disney's The Phantom Blot,1,1964,True,First issue of Walt Disney's The Phantom Blot solo series.
IMG_3363.JPG,Gold Key - Walt Disney Mickey Mouse - 612 - 1966.JPG,Gold Key,Walt Disney Mickey Mouse,612,1966,False,None
IMG_3364.JPG,Gold Key - Woody Woodpecker - 506 - 1965.JPG,Gold Key,Woody Woodpecker,506,1965,False,None
IMG_3366.JPG,Gold Key - Bugs Bunny - 707 - 1967.JPG,Gold Key,Bugs Bunny,707,1967,False,None
IMG_3375.JPG,Gold Key - Walt Disney's Donald Duck - 409 - 1964.JPG,Gold Key,Walt Disney's Donald Duck,409,1964,False,None
IMG_3379.JPG,Gold Key - Walt Disney's Christmas Parade - One-Shot - 1961.JPG,Gold Key,Walt Disney's Christmas Parade,One-Shot,1961,False,None
IMG_3384.JPG,Gold Key - Walt Disney's Mickey Mouse - 508 - 1965.JPG,Gold Key,Walt Disney's Mickey Mouse,508,1965,False,None
IMG_3391.JPG,Gold Key - Uncle Scrooge - 48 - 1964.JPG,Gold Key,Uncle Scrooge,48,1964,False,None
IMG_3408.JPG,Gold Key - Walt Disney's Uncle Scrooge - 410 - 1964.JPG,Gold Key,Walt Disney's Uncle Scrooge,410,1964,False,None
IMG_3409.JPG,Gold Key - Walt Disney's Comics and Stories - 401 - 1963.JPG,Gold Key,Walt Disney's Comics and Stories,401,1963,False,None
IMG_3380.JPG,Gold Key - Walt Disney's Comics and Stories - 304 - 1963.JPG,Gold Key,Walt Disney's Comics and Stories,304,1963,False,None
IMG_3386.JPG,Gold Key - Walt Disney's Uncle Scrooge - 7 - 1964.JPG,Gold Key,Walt Disney's Uncle Scrooge,7,1964,False,None
IMG_3395.JPG,Gold Key - Walt Disney's The Beagle Boys - 11 - 1964.JPG,Gold Key,Walt Disney's The Beagle Boys,11,1964,False,None
IMG_3381.JPG,Gold Key - Walt Disney's UNCLE SCROOGE - 7 - 1963.JPG,Gold Key,Walt Disney's UNCLE SCROOGE,7,1963,False,None
IMG_3382.JPG,Gold Key - Walt Disney's Donald Duck - 507 - 1965.JPG,Gold Key,Walt Disney's Donald Duck,507,1965,False,None
IMG_3396.JPG,Gold Key - Walt Disney's Donald Duck Christmas Album - One-Shot - 1964.JPG,Gold Key,Walt Disney's Donald Duck Christmas Album,One-Shot,1964,False,None
IMG_3400.JPG,Gold Key - Walt Disney's Mickey Mouse Comic Album - One-Shot - 1964.JPG,Gold Key,Walt Disney's Mickey Mouse Comic Album,One-Shot,1964,False,None
IMG_3494.JPG,DC Comics - Green Lantern - 31 - 1964.JPG,DC Comics,Green Lantern,31,1964,False,None
IMG_3495.JPG,DC - Metal Men - 9 - 1964.JPG,DC,Metal Men,9,1964,False,None
IMG_3496.JPG,"DC Comics - Rip Hunter, Time Master - 29 - 1964.JPG",DC Comics,"Rip Hunter, Time Master",29,1964,False,None
IMG_3497.JPG,DC Comics - Rip Hunter Time Master - 26 - 1964.JPG,DC Comics,Rip Hunter Time Master,26,1964,False,None
IMG_3498.JPG,"DC Comics - Rip Hunter, Time Master - 24 - 1964.JPG",DC Comics,"Rip Hunter, Time Master",24,1964,False,None
IMG_3499.JPG,DC Comics - Rip Hunter... Time Master - 23 - 1963.JPG,DC Comics,Rip Hunter... Time Master,23,1963,False,None
IMG_3500.JPG,DC - Rip Hunter... Time Master - 21 - 1964.JPG,DC,Rip Hunter... Time Master,21,1964,False,None
IMG_3501.JPG,DC Comics - Rip Hunter... Time Master - 17 - 1963.JPG,DC Comics,Rip Hunter... Time Master,17,1963,False,None
IMG_3502.JPG,Marvel Comics - Amazing Adult Fantasy - 9 - 1962.JPG,Marvel Comics,Amazing Adult Fantasy,9,1962,False,None
IMG_3503.JPG,Marvel Comics Group - Tales of Suspense featuring The Power of Iron Man - 55 - 1964.JPG,Marvel Comics Group,Tales of Suspense featuring The Power of Iron Man,55,1964,True,Early appearance of The Mandarin
IMG_3505.JPG,Marvel Comics Group - Strange Tales - 120 - 1964.JPG,Marvel Comics Group,Strange Tales,120,1964,True,First team-up of Human Torch (Johnny Storm) and Iceman (Bobby Drake). Also features Doctor Strange.
IMG_3506.JPG,Marvel Comics Group - Tales to Astonish - 46 - 1963.JPG,Marvel Comics Group,Tales to Astonish,46,1963,True,"First appearance of Cyclops (the giant alien, not the X-Men character)."
IMG_3507.JPG,Marvel Comics Group - Tales to Astonish - 78 - 1966.JPG,Marvel Comics Group,Tales to Astonish,78,1966,True,First appearance of Puppet Master
IMG_3508.JPG,Marvel Comics - Gunsmoke Western - 75 - 1963.JPG,Marvel Comics,Gunsmoke Western,75,1963,False,None
IMG_3509.JPG,Marvel - Strange Tales - 99 - 1962.JPG,Marvel,Strange Tales,99,1962,False,None
IMG_3510.JPG,Marvel Comics Group - Strange Tales - 118 - 1964.JPG,Marvel Comics Group,Strange Tales,118,1964,True,"Early Doctor Strange story, featuring the Human Torch, Thing, and the return of the Wizard."
IMG_3511.JPG,Marvel - Tales of Suspense - 43 - 1963.JPG,Marvel,Tales of Suspense,43,1963,True,"First appearance of Kala, Queen of the Netherworld."
IMG_3512.JPG,Marvel Comics - Tales to Astonish - 40 - 1963.JPG,Marvel Comics,Tales to Astonish,40,1963,False,None
IMG_3513.JPG,Marvel - Journey Into Mystery - 101 - 1964.JPG,Marvel,Journey Into Mystery,101,1964,True,"Return of Zarrko, the Tomorrow Man"
IMG_3514.JPG,Marvel - Fantastic Four - 44 - 1965.JPG,Marvel,Fantastic Four,44,1965,True,First appearance of Gorgon (of the Inhumans).
IMG_3515.JPG,Marvel Comics Group - Fantastic Four - 29 - 1964.JPG,Marvel Comics Group,Fantastic Four,29,1964,True,"First appearance of the Brute (Reed Richards from Counter-Earth) and Aron, the Watcher's brother. Features the Watcher."
IMG_3516.JPG,Marvel Comics Group - Tales of Suspense - 51 - 1964.JPG,Marvel Comics Group,Tales of Suspense,51,1964,True,First appearance of the Scarecrow (Marvel Comics character).
IMG_3517.JPG,DC Comics - Sea Devils - 18 - 1964.JPG,DC Comics,Sea Devils,18,1964,False,None
IMG_3518.JPG,DC Comics - Sea Devils - 16 - 1964.JPG,DC Comics,Sea Devils,16,1964,False,None
IMG_3519.JPG,DC - Showcase presents I Spy! - 60 - 1966.JPG,DC,Showcase presents I Spy!,60,1966,False,None
IMG_3520.JPG,DC Comics - Star Spangled War Stories - 97 - 1961.JPG,DC Comics,Star Spangled War Stories,97,1961,False,None
IMG_3521.JPG,DC - Strange Adventures - 152 - 1963.JPG,DC,Strange Adventures,152,1963,False,None
IMG_3522.JPG,DC - Strange Adventures - 167 - 1964.JPG,DC,Strange Adventures,167,1964,False,None
IMG_3523.JPG,DC Comics - Strange Adventures - 170 - 1964.JPG,DC Comics,Strange Adventures,170,1964,False,None
IMG_3524.JPG,DC - Giant Superboy Annual - 1 - 1964.JPG,DC,Giant Superboy Annual,1,1964,True,First Superboy Annual. Features 'The Origin of Krypto'.
IMG_3525.JPG,DC Comics - Superman's Pal Jimmy Olsen - 79 - 1964.JPG,DC Comics,Superman's Pal Jimmy Olsen,79,1964,True,"Features ""The Red-Headed Beatle of 1,000 B.C."", a direct pop culture reference to The Beatles."
IMG_3526.JPG,DC Comics - Superman's Girl Friend Lois Lane - 35 - 1962.JPG,DC Comics,Superman's Girl Friend Lois Lane,35,1962,False,None
IMG_3527.JPG,DC Comics - Superman's Girl Friend Lois Lane - 53 - 1964.JPG,DC Comics,Superman's Girl Friend Lois Lane,53,1964,False,None
IMG_3528.JPG,DC - Superman's Girl Friend Lois Lane - 54 - 1965.JPG,DC,Superman's Girl Friend Lois Lane,54,1965,False,None
IMG_3529.JPG,DC - Superman - 155 - 1962.JPG,DC,Superman,155,1962,False,None
IMG_3530.JPG,DC - Superman - 170 - 1964.JPG,DC,Superman,170,1964,True,Imaginary story: 'If Luthor Were Superman's Father!'
IMG_3531.JPG,DC Comics - The Atom - 12 - 1964.JPG,DC Comics,The Atom,12,1964,False,None
IMG_3532.JPG,DC - The Atom - 14 - 1964.JPG,DC,The Atom,14,1964,False,None
